ID;Fecha_Nacim;Edad;Educacion;Estado_Civil;Ingreso_Anual;Niños;Adolescente;Fecha_ingreso;Dias_Ulti_Comp;Gastos_Vinos;Gastos_Frutas;Gastos_Carne;Gastos_Pescados;Gastos_Dulces;Gastos_Joyas;Cant_Ofertas;Cant_Comp_Web;Cant_catalogo_comp;Cant_Com_Almacen;Num_Visitas_Web
1326;1954;68;Universitario;Pareja;53103;Sin hijos;1;12/9/2013;70;729;17;133;11;0;195;5;10;6;7;7
1327;1978;44;Primario;Casado;47025;Sin hijos;1;12/9/2013;98;508;11;59;23;5;29;5;11;1;6;9
1328;1972;50;Universitario;Casado;74716;Sin hijos;1;12/9/2013;92;133;27;421;13;195;71;2;7;3;5;4
1329;1978;44;Primario;Soltero;38593;Un hijo;0;13/9/2013;42;51;12;49;17;24;24;3;4;1;3;8
1330;1961;61;Master;Casado;61794;Sin hijos;1;14/9/2013;74;264;47;188;54;47;11;2;4;4;10;2
1331;1970;52;Universitario;Soltero;33697;Un hijo;0;15/9/2013;34;4;3;7;0;3;11;1;1;0;2;7
1332;1967;55;Master;Casado;37054;Un hijo;1;15/9/2013;89;12;1;6;0;1;5;2;1;0;3;7
1333;1969;53;Universitario;Casado;25293;Un hijo;0;15/9/2013;51;15;0;11;0;2;9;1;1;1;2;8
1334;1969;53;Universitario;Casado;25293;Un hijo;0;15/9/2013;51;15;0;11;0;2;9;1;1;1;2;8
1335;1975;47;Master;Soltero;31160;Un hijo;0;16/9/2013;59;16;3;25;6;1;13;2;2;0;3;8
1336;1963;59;Secundario;Pareja;66313;Sin hijos;1;16/9/2013;86;625;7;99;10;22;7;2;6;3;12;4
1337;1966;56;Secundario;Pareja;47472;Un hijo;1;16/9/2013;39;56;0;11;0;0;8;2;2;0;4;5
1338;1958;64;Universitario;Pareja;66886;Sin hijos;1;16/9/2013;28;315;4;62;41;31;146;2;7;1;7;5
1339;1972;50;Secundario;Casado;43269;Un hijo;0;16/9/2013;61;10;1;7;0;0;1;1;1;0;2;8
1340;1955;67;Universitario;Soltero;72906;Sin hijos;0;17/9/2013;79;400;32;519;71;75;54;1;3;4;9;1
1341;1973;49;Universitario;Divorciado;78901;Sin hijos;1;17/9/2013;99;321;11;309;33;26;34;3;9;3;5;4
1342;1953;69;Universitario;Pareja;80812;Sin hijos;0;17/9/2013;95;769;22;500;210;143;33;1;4;8;5;2
1343;1975;47;Universitario;Casado;51948;Sin hijos;1;17/9/2013;51;82;33;54;71;30;41;2;5;2;4;5
1344;1959;63;Secundario;Divorciado;68805;Sin hijos;1;17/9/2013;73;182;2;49;17;13;20;1;3;1;7;2
1345;1969;53;Universitario;Soltero;72679;Sin hijos;1;18/9/2013;65;619;54;260;127;54;54;1;4;7;5;1
1346;1972;50;Master;Soltero;46423;Un hijo;1;18/9/2013;6;68;0;16;0;0;8;3;2;0;4;7
1347;1962;60;Universitario;Casado;71434;Sin hijos;1;18/9/2013;4;711;36;217;172;96;168;3;7;4;7;4
1348;1976;46;Universitario;Casado;56939;Sin hijos;1;18/9/2013;19;256;34;103;90;29;49;2;3;3;10;3
1349;1972;50;Master;Soltero;46423;Un hijo;1;18/9/2013;6;68;0;16;0;0;8;3;2;0;4;7
1350;1954;68;Universitario;Casado;80067;Sin hijos;0;19/9/2013;82;519;17;813;27;173;51;1;4;6;6;2
1351;1975;47;Master;Pareja;17459;Un hijo;0;19/9/2013;12;6;4;16;3;10;30;3;3;1;2;7
1352;1964;58;Universitario;Casado;58512;Sin hijos;1;19/9/2013;25;895;10;101;13;0;152;5;3;4;8;8
1353;1983;39;Master;Casado;36262;Sin hijos;0;20/9/2013;24;88;39;54;64;28;153;1;3;5;3;6
1354;1972;50;Master;Casado;37787;Un hijo;0;20/9/2013;50;40;1;40;4;3;18;1;3;0;3;8
1355;1968;54;Secundario;Soltero;38236;Un hijo;1;20/9/2013;2;58;0;18;2;0;10;4;3;0;4;7
1356;1949;73;Master;Casado;36408;Un hijo;1;21/9/2013;11;9;1;4;3;2;3;1;1;0;2;6
1357;1949;73;Universitario;Viudo;70165;Sin hijos;0;22/9/2013;60;161;0;253;199;191;122;1;3;7;11;1
1358;1973;49;Universitario;Casado;26228;Un hijo;0;22/9/2013;50;2;6;4;3;1;9;1;1;0;2;8
1359;1958;64;Secundario;Viudo;33438;Un hijo;1;22/9/2013;81;62;1;16;3;2;6;4;2;1;4;5
1360;1975;47;Universitario;Soltero;55801;Un hijo;1;22/9/2013;35;367;4;51;6;4;95;6;7;2;6;7
1361;1964;58;Secundario;Divorciado;64140;Sin hijos;2;23/9/2013;71;1459;0;61;0;15;215;5;2;5;6;5
1362;1984;38;Secundario;Casado;38175;Un hijo;0;23/9/2013;6;70;6;69;2;3;3;3;3;1;4;7
1363;1964;58;Universitario;Casado;49096;Un hijo;1;24/9/2013;15;144;1;32;2;1;7;4;4;1;4;7
1364;1986;36;Master;Soltero;19485;Dos hijos;0;24/9/2013;80;6;0;4;0;0;0;1;1;0;2;7
1365;1987;35;Primario;Soltero;21063;Un hijo;0;25/9/2013;34;1;10;11;19;3;15;2;2;0;3;6
1366;1966;56;Master;Casado;33585;Sin hijos;1;25/9/2013;91;30;11;33;13;6;29;1;2;0;4;4
1367;1975;47;Secundario;Casado;45503;Un hijo;0;25/9/2013;54;97;4;44;6;1;18;1;3;1;4;5
1368;1900;122;Primario;Divorciado;36640;Un hijo;0;26/9/2013;99;15;6;8;7;4;25;1;2;1;2;5
1369;1899;123;Secundario;Pareja;83532;Sin hijos;0;26/9/2013;36;755;144;562;104;64;224;1;4;6;4;1
1370;1980;42;Master;Casado;31535;Un hijo;0;26/9/2013;95;15;4;13;0;0;19;1;1;1;2;7
1371;1958;64;Universitario;Pareja;69096;Sin hijos;1;27/9/2013;4;247;49;159;7;82;109;1;5;2;10;4
1372;1949;73;Secundario;Divorciado;35946;Un hijo;1;27/9/2013;24;8;0;3;0;0;0;1;0;0;3;5
1373;1946;76;Universitario;Pareja;82657;Sin hijos;0;27/9/2013;71;966;168;672;246;105;126;1;7;5;10;4
1374;1946;76;Master;Casado;66835;Sin hijos;0;28/9/2013;21;620;26;195;34;17;141;1;6;4;13;2
1375;1983;39;Secundario;Pareja;70123;Sin hijos;0;28/9/2013;27;1308;0;396;23;0;0;1;5;7;4;3
1376;1946;76;Master;Casado;66835;Sin hijos;0;28/9/2013;21;620;26;195;34;17;141;1;6;4;13;2
1377;1982;40;Primario;Pareja;58582;Sin hijos;1;28/9/2013;15;402;35;106;101;77;42;2;9;2;9;5
1378;1947;75;Secundario;Casado;67472;Sin hijos;1;28/9/2013;93;162;31;127;8;17;69;2;4;2;7;3
1379;1984;38;Universitario;Casado;40059;Un hijo;0;28/9/2013;82;110;29;92;28;10;145;1;6;2;3;8
1380;1952;70;Universitario;Casado;62998;Sin hijos;1;30/9/2013;10;120;58;73;65;89;58;5;5;4;5;5
1381;1969;53;Secundario;Pareja;69476;Sin hijos;0;30/9/2013;3;260;86;559;63;9;67;1;4;6;4;2
1382;1979;43;Universitario;Divorciado;68274;Un hijo;1;30/9/2013;83;135;25;51;23;25;46;2;4;2;5;3
1383;1967;55;Secundario;Soltero;40304;Un hijo;0;30/9/2013;82;37;0;17;0;0;3;1;2;0;3;7
1384;1975;47;Universitario;Pareja;80144;Sin hijos;0;30/9/2013;47;240;132;445;250;192;108;1;3;7;8;1
1385;1965;57;Universitario;Pareja;47009;Sin hijos;1;1/10/2013;89;171;45;73;59;10;90;4;3;2;8;4
1386;1978;44;Universitario;Pareja;57867;Un hijo;0;1/10/2013;48;344;35;178;15;23;17;7;7;2;9;6
1387;1943;79;Master;Soltero;77598;Sin hijos;0;1/10/2013;53;1193;33;281;129;66;33;1;7;5;13;3
1388;1975;47;Master;Casado;7500;Un hijo;0;2/10/2013;19;3;1;10;3;2;12;3;2;0;3;5
1389;1961;61;Secundario;Pareja;66426;Sin hijos;1;2/10/2013;14;1043;24;97;32;24;157;2;3;5;10;6
1390;1981;41;Master;Casado;36959;Un hijo;0;2/10/2013;56;25;6;25;6;0;0;2;2;0;3;8
1391;1980;42;Primario;Pareja;25130;Un hijo;0;2/10/2013;10;2;5;7;0;18;18;2;2;0;3;7
1392;1945;77;Universitario;Casado;69755;Sin hijos;0;2/10/2013;23;217;77;373;111;23;93;1;3;6;12;1
1393;1969;53;Universitario;Viudo;40590;Un hijo;1;2/10/2013;30;154;0;50;6;11;37;5;3;4;3;6
1394;1969;53;Universitario;Viudo;40590;Un hijo;1;2/10/2013;30;154;0;50;6;11;37;5;3;4;3;6
1395;1958;64;Secundario;Pareja;51518;Sin hijos;1;3/10/2013;92;350;8;66;17;4;4;2;3;2;10;3
1396;1981;41;Primario;Casado;35523;Un hijo;0;3/10/2013;8;11;5;22;12;5;11;2;3;0;3;7
1397;1967;55;Secundario;Casado;59062;Dos hijos;1;3/10/2013;74;46;1;12;3;0;9;2;2;0;3;4
1398;1973;49;Universitario;Pareja;22682;Un hijo;0;3/10/2013;51;10;14;29;4;2;36;3;2;1;4;4
1399;1955;67;Universitario;Soltero;62535;Sin hijos;1;3/10/2013;13;163;48;90;0;45;52;1;3;2;8;3
1400;1958;64;Secundario;Soltero;79761;Sin hijos;1;4/10/2013;32;415;5;124;15;35;11;1;5;2;11;3
1401;1970;52;Universitario;Pareja;22070;Un hijo;0;4/10/2013;11;10;7;19;8;2;21;2;2;2;2;6
1402;1972;50;Universitario;Pareja;84906;Sin hijos;0;4/10/2013;98;997;15;414;99;30;76;1;5;6;12;2
1403;1971;51;Master;Soltero;33316;Un hijo;1;4/10/2013;34;79;1;31;4;4;12;3;2;1;4;6
1404;1971;51;Master;Soltero;33316;Un hijo;1;4/10/2013;34;79;1;31;4;4;12;3;2;1;4;6
1405;1980;42;Universitario;Soltero;30828;Un hijo;0;4/10/2013;16;16;11;15;2;0;12;2;1;1;4;3
1406;1972;50;Universitario;Pareja;84906;Sin hijos;0;4/10/2013;98;997;15;414;99;30;76;1;5;6;12;2
1407;1984;38;Universitario;Casado;55434;Un hijo;0;5/10/2013;21;238;115;215;169;69;76;3;5;3;13;4
1408;1969;53;Universitario;Casado;4428;Sin hijos;1;5/10/2013;0;16;4;12;2;4;321;0;25;0;0;1
1409;1991;31;Secundario;Pareja;68682;Sin hijos;0;6/10/2013;56;919;0;505;99;30;45;1;4;9;10;2
1410;1978;44;Master;Pareja;61346;Un hijo;0;6/10/2013;34;562;58;168;43;16;142;1;5;7;10;3
1411;1968;54;Universitario;Soltero;70566;Sin hijos;1;6/10/2013;4;381;28;215;84;28;21;2;6;5;9;3
1412;1991;31;Secundario;Pareja;68682;Sin hijos;0;6/10/2013;56;919;0;505;99;30;45;1;4;9;10;2
1413;1948;74;Secundario;Pareja;46681;Sin hijos;2;8/10/2013;52;269;15;69;15;19;38;2;4;6;4;5
1414;1975;47;Universitario;Divorciado;83829;Sin hijos;0;8/10/2013;78;897;161;430;186;161;27;0;4;7;6;1
1415;1975;47;Universitario;Divorciado;83829;Sin hijos;0;8/10/2013;78;897;161;430;186;161;27;0;4;7;6;1
1416;1948;74;Secundario;Pareja;46681;Sin hijos;2;8/10/2013;52;269;15;69;15;19;38;2;4;6;4;5
1417;1978;44;Universitario;Pareja;70440;Sin hijos;0;8/10/2013;49;690;117;499;76;102;88;1;5;10;7;3
1418;1987;35;Universitario;Soltero;29236;Un hijo;0;8/10/2013;30;37;4;24;16;9;9;2;4;0;3;9
1419;1972;50;Master;Divorciado;42618;Un hijo;0;9/10/2013;92;76;14;74;13;5;10;2;5;0;4;8
1420;1973;49;Universitario;Divorciado;89694;Un hijo;1;9/10/2013;22;1126;28;211;37;28;42;3;4;3;4;5
1421;1987;35;Secundario;Soltero;95169;Sin hijos;0;9/10/2013;1;1285;21;449;106;20;20;1;4;3;4;1
1422;1980;42;Universitario;Casado;37406;Un hijo;0;10/10/2013;18;2;0;8;2;2;3;1;1;0;2;8
1423;1967;55;Universitario;Soltero;25930;Un hijo;1;10/10/2013;87;6;1;2;2;0;4;1;1;0;2;7
1424;1965;57;Master;Casado;56962;Dos hijos;1;11/10/2013;60;292;3;77;10;3;26;7;6;3;5;7
1425;1965;57;Master;Casado;56962;Dos hijos;1;11/10/2013;60;292;3;77;10;3;26;7;6;3;5;7
1426;1972;50;Master;Casado;53761;Un hijo;1;11/10/2013;7;158;0;76;13;7;71;6;4;4;3;5
1427;1971;51;Master;Divorciado;44635;Un hijo;1;11/10/2013;25;56;0;9;0;0;3;2;2;0;3;7
1428;1956;66;Primario;Pareja;58821;Sin hijos;1;12/10/2013;44;513;14;154;19;0;28;1;9;2;9;6
1429;1970;52;Universitario;Soltero;24163;Un hijo;1;12/10/2013;3;4;1;7;2;1;2;2;1;0;3;4
1430;1957;65;Universitario;Pareja;42213;Sin hijos;1;12/10/2013;96;309;3;24;4;3;20;2;5;1;7;7
1431;1955;67;Secundario;Soltero;61284;Sin hijos;0;12/10/2013;76;618;15;106;20;7;45;1;11;2;8;6
1432;1951;71;Master;Divorciado;57530;Sin hijos;1;12/10/2013;68;50;1;27;6;7;1;1;1;1;4;1
1433;1962;60;Secundario;Casado;42769;Sin hijos;1;12/10/2013;15;71;0;13;3;1;0;2;1;1;4;4
1434;1960;62;Secundario;Casado;77037;Sin hijos;1;13/10/2013;3;463;96;333;168;53;10;1;7;7;12;3
1435;1974;48;Secundario;Casado;40344;Sin hijos;1;13/10/2013;48;210;0;6;0;0;2;2;4;1;5;7
1436;1972;50;Primario;Soltero;65704;Sin hijos;0;13/10/2013;18;279;172;74;38;8;246;1;2;10;10;1
1437;1978;44;Universitario;Divorciado;63693;Sin hijos;1;14/10/2013;63;587;43;337;42;87;54;3;11;6;9;6
1438;1975;47;Secundario;Casado;40233;Sin hijos;1;14/10/2013;84;80;4;46;0;17;2;5;2;1;5;6
1439;1978;44;Universitario;Divorciado;63693;Sin hijos;1;14/10/2013;63;587;43;337;42;87;54;3;11;6;9;6
1440;1971;51;Universitario;Casado;70886;Un hijo;0;14/10/2013;65;407;70;239;103;88;53;1;5;4;4;2
1441;1958;64;Universitario;Casado;51876;Sin hijos;0;15/10/2013;88;99;27;102;28;48;6;1;2;2;8;1
1442;1984;38;Universitario;Soltero;36108;Un hijo;0;15/10/2013;68;141;8;129;3;11;47;3;7;1;4;9
1443;1968;54;Master;Pareja;43795;Sin hijos;1;16/10/2013;11;314;11;53;4;3;107;3;7;3;4;7
1444;1948;74;Secundario;Divorciado;45072;Un hijo;2;16/10/2013;74;144;2;99;7;2;30;5;6;1;4;8
1445;1981;41;Universitario;Casado;26872;Sin hijos;0;16/10/2013;0;3;10;8;3;16;32;1;1;1;2;6
1446;1983;39;Secundario;Casado;33569;Un hijo;0;16/10/2013;10;16;2;18;3;0;24;1;1;1;2;8
1447;1952;70;Universitario;Viudo;40049;Sin hijos;1;16/10/2013;23;13;6;7;0;3;3;1;1;0;3;6
1448;1981;41;Primario;Pareja;19414;Un hijo;0;16/10/2013;32;2;3;12;3;5;7;1;1;0;3;8
1449;1977;45;Universitario;Pareja;55375;Sin hijos;1;17/10/2013;3;42;11;57;10;28;14;1;1;1;6;2
1450;1971;51;Master;Soltero;36230;Un hijo;0;17/10/2013;17;14;2;30;8;2;3;1;2;0;4;5
1451;1947;75;Master;Soltero;91712;Sin hijos;0;17/10/2013;47;1276;24;746;94;29;48;0;9;7;11;3
1452;1953;69;Universitario;Divorciado;23272;Sin hijos;0;17/10/2013;29;19;3;6;4;2;12;1;1;0;3;4
1453;1963;59;Universitario;Divorciado;68118;Sin hijos;1;18/10/2013;51;595;23;123;10;23;154;2;8;9;4;6
1454;1963;59;Universitario;Divorciado;68118;Sin hijos;1;18/10/2013;51;595;23;123;10;23;154;2;8;9;4;6
1455;1955;67;Universitario;Soltero;68118;Sin hijos;1;18/10/2013;95;264;0;21;12;6;147;3;6;1;5;7
1456;1969;53;Master;Casado;42169;Un hijo;1;19/10/2013;20;19;0;9;0;0;2;2;1;0;3;8
1457;1979;43;Universitario;Pareja;34350;Un hijo;0;19/10/2013;81;16;3;15;2;1;11;1;1;0;3;7
1458;1964;58;Universitario;Casado;48920;Sin hijos;2;20/10/2013;93;238;17;68;8;10;6;3;6;2;5;7
1459;1967;55;Primario;Pareja;47821;Un hijo;1;20/10/2013;54;9;0;16;6;6;10;1;1;0;3;8
1460;1975;47;Master;Casado;47808;Sin hijos;1;20/10/2013;30;123;1;26;2;0;72;2;3;2;3;7
1461;1949;73;Universitario;Divorciado;49160;Sin hijos;1;20/10/2013;29;122;21;43;25;10;15;2;3;1;6;6
1462;1966;56;Secundario;Soltero;46734;Un hijo;2;21/10/2013;86;100;1;39;6;1;76;4;3;2;3;6
1463;1957;65;Universitario;Casado;55267;Sin hijos;1;21/10/2013;28;161;28;136;32;3;45;4;3;4;6;3
1464;1993;29;Universitario;Soltero;70515;Sin hijos;0;21/10/2013;12;420;0;452;182;64;140;1;6;6;4;2
1465;1969;53;Secundario;Pareja;42731;Un hijo;0;21/10/2013;64;159;2;51;6;2;24;3;4;1;5;5
1466;1986;36;Universitario;Casado;23477;Un hijo;0;21/10/2013;39;38;15;54;3;8;29;3;3;0;4;8
1467;1969;53;Primario;Pareja;22390;Sin hijos;0;21/10/2013;49;0;1;4;15;1;5;1;1;0;2;7
1468;1955;67;Secundario;Soltero;55521;Un hijo;2;22/10/2013;11;416;0;26;0;0;4;9;6;3;6;7
1469;1986;36;Universitario;Divorciado;21846;Un hijo;0;22/10/2013;38;7;17;18;6;10;26;4;4;0;3;8
1470;1972;50;Universitario;Pareja;64474;Sin hijos;1;22/10/2013;59;381;35;172;56;86;93;2;8;2;10;5
1471;1963;59;Universitario;Soltero;49980;Sin hijos;1;23/10/2013;79;104;1;54;13;9;14;2;3;1;5;5
1472;1975;47;Universitario;Pareja;59481;Sin hijos;1;23/10/2013;47;178;3;85;71;66;58;2;3;3;8;2
1473;1955;67;Universitario;Pareja;38946;Sin hijos;1;24/10/2013;84;116;6;82;6;6;41;2;3;1;6;5
1474;1971;51;Universitario;Pareja;71796;Sin hijos;0;24/10/2013;54;354;21;311;167;75;32;1;9;3;4;4
1475;1971;51;Universitario;Divorciado;29819;Un hijo;0;24/10/2013;77;9;1;24;2;1;2;3;3;0;3;6
1476;1955;67;Universitario;Pareja;38946;Sin hijos;1;24/10/2013;84;116;6;82;6;6;41;2;3;1;6;5
1477;1969;53;Universitario;Casado;75759;Sin hijos;0;25/10/2013;46;1394;22;708;89;91;182;1;9;7;9;5
1478;1978;44;Secundario;Pareja;34043;Un hijo;0;25/10/2013;97;20;2;14;3;0;10;1;2;0;2;9
1479;1982;40;Secundario;Pareja;70038;Sin hijos;0;25/10/2013;54;587;54;348;71;54;130;1;4;4;8;2
1480;1971;51;Secundario;Casado;78931;Sin hijos;0;25/10/2013;19;331;197;170;58;152;35;1;2;8;13;1
1481;1976;46;Primario;Pareja;36301;Un hijo;0;25/10/2013;53;11;12;35;3;5;12;1;3;0;3;7
1482;1952;70;Universitario;Casado;49413;Sin hijos;1;25/10/2013;88;205;7;41;3;2;46;2;4;2;5;5
1483;1982;40;Secundario;Pareja;70038;Sin hijos;0;25/10/2013;54;587;54;348;71;54;130;1;4;4;8;2
1484;1970;52;Universitario;Pareja;53187;Un hijo;0;26/10/2013;66;211;2;30;7;7;10;2;4;1;6;5
1485;1985;37;Universitario;Soltero;29938;Un hijo;0;27/10/2013;52;3;3;7;0;2;11;2;1;0;3;6
1486;1972;50;Universitario;Pareja;77044;Sin hijos;1;27/10/2013;12;625;38;242;50;34;76;2;7;11;11;4
1487;1983;39;Universitario;Pareja;28359;Un hijo;0;27/10/2013;35;6;0;5;2;1;2;1;1;0;2;7
1488;1968;54;Universitario;Viudo;73455;Sin hijos;0;28/10/2013;98;901;61;757;186;163;20;1;6;5;10;3
1489;1967;55;Universitario;Casado;22574;Dos hijos;1;28/10/2013;28;25;0;8;2;0;2;2;2;0;3;7
1490;1966;56;Secundario;Soltero;69759;Sin hijos;0;28/10/2013;38;452;20;514;13;30;0;3;4;6;5;3
1491;1967;55;Universitario;Casado;22574;Dos hijos;1;28/10/2013;28;25;0;8;2;0;2;2;2;0;3;7
1492;1988;34;Master;Casado;78285;Sin hijos;0;28/10/2013;13;647;107;391;175;67;40;1;6;4;10;3
1493;1987;35;Master;Soltero;41020;Sin hijos;0;28/10/2013;68;112;1;54;7;7;36;1;3;2;4;3
1494;1986;36;Master;Casado;27161;Un hijo;0;28/10/2013;41;7;4;23;7;0;11;1;1;0;3;7
1495;1992;30;Primario;Soltero;15253;Un hijo;0;28/10/2013;13;1;3;3;8;1;13;2;1;0;3;7
1496;1978;44;Universitario;Casado;51267;Un hijo;1;29/10/2013;37;183;2;64;7;2;12;4;3;3;5;4
1497;1985;37;Universitario;Soltero;72903;Sin hijos;0;29/10/2013;74;1067;138;750;0;19;39;1;7;5;8;4
1498;1990;32;Universitario;Casado;18351;Sin hijos;0;29/10/2013;1;1;12;9;0;14;7;1;2;0;3;7
1499;1975;47;Universitario;Casado;43057;Sin hijos;1;30/10/2013;30;213;2;44;0;2;5;4;4;2;5;5
1500;1967;55;Universitario;Divorciado;70844;Un hijo;1;30/10/2013;16;129;26;67;3;67;2;5;6;1;5;7
1501;1943;79;Master;Viudo;70844;Sin hijos;0;30/10/2013;75;532;126;490;164;126;126;1;5;5;11;1
1502;1974;48;Master;Pareja;43018;Sin hijos;1;1/11/2013;46;35;4;17;7;6;64;1;2;2;2;5
1503;1979;43;Universitario;Pareja;77298;Sin hijos;1;2/11/2013;46;425;115;292;23;35;79;1;6;6;11;3
1504;1988;34;Universitario;Soltero;66951;Sin hijos;0;2/11/2013;46;277;162;305;173;76;124;1;3;4;7;1
1505;1952;70;Primario;Pareja;13084;Sin hijos;0;2/11/2013;29;2;0;7;3;7;10;1;1;0;3;6
1506;1970;52;Secundario;Casado;59892;Sin hijos;1;2/11/2013;26;73;0;13;0;1;0;1;2;1;3;3
1507;1979;43;Universitario;Pareja;77298;Sin hijos;1;2/11/2013;46;425;115;292;23;35;79;1;6;6;11;3
1508;1960;62;Secundario;Casado;49154;Un hijo;1;3/11/2013;69;206;10;67;30;27;71;6;4;1;8;6
1509;1961;61;Universitario;Soltero;45938;Sin hijos;0;3/11/2013;46;273;11;178;62;83;29;2;8;4;6;6
1510;1956;66;Universitario;Divorciado;46086;Sin hijos;1;3/11/2013;34;244;8;32;7;2;50;4;3;1;8;4
1511;1974;48;Universitario;Pareja;33590;Dos hijos;1;3/11/2013;65;4;0;2;0;0;2;1;1;0;2;7
1512;1976;46;Master;Casado;49681;Sin hijos;2;4/11/2013;66;411;0;26;0;0;21;6;7;1;7;7
1513;1976;46;Master;Casado;49681;Sin hijos;2;4/11/2013;66;411;0;26;0;0;21;6;7;1;7;7
1514;1974;48;Universitario;Casado;26067;Un hijo;0;4/11/2013;49;22;2;18;0;2;12;3;3;0;3;8
1515;1959;63;Secundario;Soltero;26067;Sin hijos;0;5/11/2013;80;81;11;50;3;2;39;1;1;3;4;2
1516;1963;59;Secundario;Divorciado;48799;Sin hijos;1;5/11/2013;9;174;18;81;28;6;24;3;3;2;7;3
1517;1944;78;Secundario;Soltero;82716;Sin hijos;0;5/11/2013;8;606;148;228;15;148;22;1;6;8;13;2
1518;1945;77;Universitario;Viudo;63285;Sin hijos;0;5/11/2013;84;508;124;249;50;38;134;1;6;5;13;3
1519;1949;73;Master;Casado;81698;Sin hijos;0;6/11/2013;4;179;28;520;111;123;47;1;3;8;13;1
1520;1971;51;Universitario;Casado;73691;Sin hijos;1;6/11/2013;58;707;21;250;85;43;73;2;6;2;8;2
1521;1955;67;Primario;Pareja;74805;Sin hijos;1;6/11/2013;14;209;162;209;41;162;37;5;4;7;10;2
1522;1968;54;Universitario;Casado;41120;Un hijo;1;6/11/2013;80;24;2;23;0;8;24;3;2;1;3;6
1523;1971;51;Master;Casado;34109;Sin hijos;1;6/11/2013;39;9;1;5;2;1;4;1;0;0;3;4
1524;1984;38;Universitario;Casado;27255;Un hijo;0;7/11/2013;3;22;1;11;0;1;2;1;1;0;3;7
1525;1977;45;Primario;Pareja;25315;Un hijo;0;7/11/2013;46;1;9;8;11;3;22;3;3;0;3;8
1526;1971;51;Primario;Casado;54690;Un hijo;1;7/11/2013;76;111;16;37;7;9;18;3;3;1;5;3
1527;1992;30;Universitario;Pareja;75114;Sin hijos;0;7/11/2013;40;571;12;523;63;60;24;1;3;10;5;2
1528;1976;46;Universitario;Soltero;47025;Sin hijos;1;7/11/2013;52;254;7;108;20;0;26;3;6;3;5;6
1529;1971;51;Secundario;Divorciado;86979;Sin hijos;0;7/11/2013;67;584;100;835;65;83;35;1;5;5;5;2
1530;1971;51;Primario;Casado;54690;Un hijo;1;7/11/2013;76;111;16;37;7;9;18;3;3;1;5;3
1531;1977;45;Universitario;Casado;30368;Sin hijos;1;7/11/2013;97;35;0;13;2;0;2;2;2;0;3;8
1532;1962;60;Master;Soltero;59247;Sin hijos;2;8/11/2013;87;327;9;122;19;14;83;5;5;2;9;6
1533;1978;44;Universitario;Pareja;75437;Sin hijos;0;9/11/2013;25;795;0;545;95;58;0;1;8;4;10;6
1534;1952;70;Universitario;Divorciado;82623;Sin hijos;0;10/11/2013;58;204;34;204;172;153;173;1;2;9;4;1
1535;1965;57;Master;Soltero;69882;Sin hijos;0;10/11/2013;94;292;127;635;132;127;165;1;3;7;9;1
1536;1972;50;Master;Pareja;49854;Un hijo;0;10/11/2013;63;123;17;171;39;0;30;5;6;2;5;6
1537;1954;68;Secundario;Casado;57744;Sin hijos;1;12/11/2013;91;350;3;39;0;0;19;2;9;1;4;8
1538;1976;46;Universitario;Casado;17649;Un hijo;0;12/11/2013;70;15;1;23;0;5;1;3;3;0;3;8
1539;1966;56;Universitario;Pareja;43482;Dos hijos;1;13/11/2013;83;18;1;32;6;3;28;3;2;0;4;6
1540;1960;62;Master;Casado;47353;Sin hijos;1;13/11/2013;93;184;2;19;8;8;4;3;2;2;6;5
1541;1953;69;Universitario;Soltero;73892;Sin hijos;0;13/11/2013;40;703;102;601;0;58;43;1;3;11;8;1
1542;1969;53;Universitario;Pareja;21918;Un hijo;0;14/11/2013;37;1;6;7;11;5;3;2;2;0;3;6
1543;1976;46;Master;Pareja;65104;Sin hijos;1;14/11/2013;4;738;0;232;13;20;50;2;3;5;7;7
1544;1969;53;Universitario;Casado;72460;Sin hijos;0;14/11/2013;56;377;10;540;80;30;10;1;3;5;7;1
1545;1985;37;Universitario;Casado;19986;Un hijo;0;14/11/2013;74;3;6;5;0;2;6;1;0;0;3;7
1546;1976;46;Master;Pareja;65104;Sin hijos;1;14/11/2013;4;738;0;232;13;20;50;2;3;5;7;7
1547;1985;37;Universitario;Casado;19986;Un hijo;0;14/11/2013;74;3;6;5;0;2;6;1;0;0;3;7
1548;1983;39;Universitario;Casado;19986;Un hijo;0;15/11/2013;11;5;5;6;0;2;1;1;1;0;2;7
1549;1959;63;Universitario;Divorciado;63033;Sin hijos;0;15/11/2013;82;194;61;480;225;112;30;1;3;4;8;2
1550;1952;70;Master;Divorciado;59354;Un hijo;1;15/11/2013;53;233;2;53;3;5;14;3;6;1;5;6
1551;1948;74;Master;Casado;83790;Sin hijos;0;15/11/2013;81;1076;16;417;42;48;16;1;8;10;6;3
1552;1961;61;Master;Pareja;48330;Sin hijos;1;15/11/2013;2;28;0;4;0;0;0;1;1;0;3;5
1553;1960;62;Secundario;Soltero;76045;Sin hijos;0;15/11/2013;78;760;53;400;17;93;0;1;4;5;11;2
1554;1954;68;Primario;Soltero;42607;Sin hijos;1;17/11/2013;30;156;29;56;30;32;47;2;3;2;7;3
1555;1976;46;Secundario;Casado;68397;Sin hijos;1;17/11/2013;6;760;80;466;17;13;80;1;6;9;5;3
